Company_Name,Talk_E,Talk_S,Talk_G,Walk_E,Walk_S,Walk_G,Gap_E,Gap_S,Gap_G,Final_E,Final_S,Final_G,Final_ESG_Score,Confidence_Level,Risk_Flag
UBLSJR_14072025215702_IntimationBRSRFY2025,0.6787000000000001,0.5028,0.7623000000000001,0.0,0.0,0.0,0.6787000000000001,0.5028,0.7623000000000001,0.10180500000000003,0.07542000000000001,0.11434500000000006,8.676065000000003,Low,Greenwashing Risk | High Volatility
VOLTAS LTD,0.1,0.1,0.1,0.0,0.0,0.436,0.1,0.1,-0.33599999999999997,0.015000000000000006,0.015000000000000006,0.3016,8.665000000000001,Medium,Low Disclosure
CENTRAL DEPOSITORY SERVICES LTD,0.6441,0.5517,0.7569,0.0,0.0,0.0,0.6441,0.5517,0.7569,0.09661500000000003,0.082755,0.11353500000000002,8.654840000000004,Low,Greenwashing Risk | High Volatility
BIKAJI FOODS INTERNATIONAL LTD,0.6786,0.568,0.40759999999999996,0.0,0.0,0.0,0.6786,0.568,0.40759999999999996,0.10179000000000002,0.0852,0.06114,8.64846,Low,Greenwashing Risk
BLUESTARCO_11072025205146_SEIntimationBRSR,0.7193999999999999,0.45409999999999995,0.742,0.0,0.0,0.0,0.7193999999999999,0.45409999999999995,0.742,0.10790999999999998,0.06811500000000001,0.11130000000000001,8.642104999999999,Low,Greenwashing Risk | High Volatility
Deepak Fertilisers And Petrochemicals Corporation Limited,0.657,0.5402,0.7425,0.0,0.0,0.0,0.657,0.5402,0.7425,0.09855000000000003,0.08103000000000002,0.11137500000000003,8.632505000000002,Low,Greenwashing Risk | High Volatility
BANKINDIA2_11062025175035_BRSR24-25,0.7018000000000001,0.545,0.6575,0.0,0.0,0.0,0.7018000000000001,0.545,0.6575,0.10527,0.08175000000000002,0.09862500000000002,8.631755000000002,Low,Greenwashing Risk | High Volatility
REDINGTON LTD,0.8018000000000001,0.5003,0.5355,0.0,0.0,0.0,0.8018000000000001,0.5003,0.5355,0.12027000000000004,0.075045,0.08032500000000001,8.626400000000002,Low,Greenwashing Risk | High Volatility | Low Coverage
SONA BLW PRECISION FORGINGS,0.7275,0.49369999999999997,0.6731999999999999,0.0,0.0,0.0,0.7275,0.49369999999999997,0.6731999999999999,0.10912500000000003,0.074055,0.10097999999999999,8.621705,Medium,Greenwashing Risk | High Volatility
APOLLO HOSPITALS ENTERPRISE-FY2023-2024,0.718,0.47259999999999996,0.7143,0.0,0.0,0.0,0.718,0.47259999999999996,0.7143,0.10770000000000002,0.07089,0.10714500000000002,8.615015000000001,Low,Greenwashing Risk | High Volatility
NIVA BUPA HEALTH INSURANCE,0.682,0.5039,0.47090000000000004,0.0,0.0,0.0,0.682,0.5039,0.47090000000000004,0.10230000000000003,0.07558500000000001,0.07063500000000002,8.610210000000002,Low,Greenwashing Risk
VMMP2024_03092025152424_Disclosure_BRSR_2025_VMM,0.7228,0.47090000000000004,0.7064,0.0,0.0,0.0,0.7228,0.47090000000000004,0.7064,0.10841999999999999,0.07063500000000002,0.10596000000000003,8.609165,Low,Greenwashing Risk | High Volatility
TECHNO ELECTRIC & ENGINEERING,0.6121,0.43700000000000006,0.6761,0.0,0.0,0.0,0.6121,0.43700000000000006,0.6761,0.09181500000000001,0.06555000000000002,0.101415,8.607285000000001,Low,Greenwashing Risk
ADITYA BIRLA SUN LIFE AMC LTD - 2024-25,0.6887000000000001,0.5085999999999999,0.7162999999999999,0.0,0.0,0.0,0.6887000000000001,0.5085999999999999,0.7162999999999999,0.10330500000000004,0.07629,0.10744500000000001,8.596535000000001,Low,Greenwashing Risk | High Volatility
HONEYWELL AUTOMATION INDIA,0.7147,0.4523,0.7358,0.0,0.0,0.0,0.7147,0.4523,0.7358,0.10720500000000002,0.067845,0.11037000000000002,8.579465000000003,Medium,Greenwashing Risk | High Volatility
CESC LTD,0.8137000000000001,0.5112,0.4866,0.0,0.0,0.0,0.8137000000000001,0.5112,0.4866,0.12205500000000002,0.07668,0.07299000000000001,8.572250000000002,High,Greenwashing Risk | High Volatility
TITAN_27062025154702_SEnoticeofbrsr,0.7132999999999999,0.5044,0.6655,0.0,0.0,0.0,0.7132999999999999,0.5044,0.6655,0.10699499999999998,0.07566,0.099825,8.548865,Low,Greenwashing Risk | High Volatility
KALPATARU PROJECTS INTERNATIONAL LTD,0.6509,0.515,0.7595000000000001,0.0,0.0,0.0,0.6509,0.515,0.7595000000000001,0.09763500000000003,0.07725000000000001,0.11392500000000005,8.538815000000003,Low,Greenwashing Risk | High Volatility
HDFC ASSEST Management BRSR,0.6214,0.5393,0.7792,0.0,0.0,0.0,0.6214,0.5393,0.7792,0.09321000000000002,0.08089500000000002,0.11688000000000001,8.530985,Low,Greenwashing Risk | High Volatility
ELECON ENGINEERING CO LTD,0.725,0.43200000000000005,0.7288,0.0,0.0,0.0,0.725,0.43200000000000005,0.7288,0.10874999999999999,0.06480000000000002,0.10932,8.5268,Medium,Greenwashing Risk | High Volatility
CERA SANITARYWARE LTD,0.7589,0.5384,0.5252,0.0,0.0,0.0,0.7589,0.5384,0.5252,0.11383500000000005,0.08076,0.07878000000000002,8.481800000000003,Low,Greenwashing Risk | High Volatility | Low Coverage
GE VERNOVA T&D INDIA LTD,0.7672,0.3789,0.6972,0.0,0.0,0.0,0.7672,0.3789,0.6972,0.11508000000000004,0.056835000000000024,0.10458,8.439905000000003,Low,Greenwashing Risk | High Volatility
CHAMBAL FERTILISERS & CHEMICALS LTD,0.7659,0.5542,0.4763,0.0,0.0,0.0,0.7659,0.5542,0.4763,0.11488500000000001,0.08313000000000001,0.07144500000000002,8.418095000000003,Low,Greenwashing Risk | High Volatility
CAPLIN POINT LABORATORIES,0.7770999999999999,0.43329999999999996,0.604,0.0,0.0,0.0,0.7770999999999999,0.43329999999999996,0.604,0.11656500000000003,0.06499500000000001,0.09060000000000001,8.408705000000001,Medium,Greenwashing Risk | High Volatility
AMBER ENTERPRISES INDIA LTDt-FY-2024-25,0.7240000000000001,0.556,0.5445,0.0,0.0,0.0,0.7240000000000001,0.556,0.5445,0.1086,0.08340000000000003,0.081675,8.405675,Low,Greenwashing Risk | High Volatility
PAGE INDUSTRIES LTD,0.1,0.1,0.1,0.0,0.0,0.4186,0.1,0.1,-0.3186,0.015000000000000006,0.015000000000000006,0.29116,8.404,Medium,Low Disclosure
FACT_26092025165802_BRSR---2024-25_2523,0.8062999999999999,0.4257,0.5411,0.0,0.0,0.0,0.8062999999999999,0.4257,0.5411,0.120945,0.06385500000000001,0.08116500000000001,8.33021,Low,Greenwashing Risk | High Volatility
UNIONBANK_01092025185438_BRSR,0.6436,0.5867,0.35850000000000004,0.0,0.0,0.0,0.6436,0.5867,0.35850000000000004,0.09654000000000001,0.088005,0.05377500000000002,8.320290000000002,Low,Greenwashing Risk
CYIENT LTD,0.7399,0.5143,0.5444,0.0,0.0,0.0,0.7399,0.5143,0.5444,0.110985,0.07714500000000002,0.08166000000000001,8.316335,High,Greenwashing Risk | High Volatility
AVENUE SUPERMARTS LTD_24_25,0.6595,0.46840000000000004,0.7390000000000001,0.0,0.0,0.0,0.6595,0.46840000000000004,0.7390000000000001,0.09892499999999999,0.07026000000000002,0.11085,8.30201,Low,Greenwashing Risk | High Volatility
ASTRAL LTD,0.1,0.1,0.1,0.0,0.0,0.4117,0.1,0.1,-0.3117,0.015000000000000006,0.015000000000000006,0.28702,8.300500000000001,High,Low Disclosure
KPRMILL_01072025115107_BRSR31032025,0.7829999999999999,0.43170000000000003,0.5660000000000001,0.0,0.0,0.0,0.7829999999999999,0.43170000000000003,0.5660000000000001,0.11745,0.06475500000000002,0.08490000000000003,8.297705000000002,Low,Greenwashing Risk | High Volatility
ALOK INDUSTRIES LTD_24_25,0.7353000000000001,0.3789,0.7026,0.0,0.0,0.0,0.7353000000000001,0.3789,0.7026,0.11029500000000003,0.056835000000000024,0.10539000000000001,8.249615000000002,Low,Greenwashing Risk | High Volatility
PG ELECTROPLAST LTD,0.1,0.1,0.1,0.0,0.0,0.4073,0.1,0.1,-0.3073,0.015000000000000006,0.015000000000000006,0.28437999999999997,8.2345,Medium,Low Disclosure
AEGIS LOGISTICS LTD_BRSR_2022-23_Signed,0.5917,0.4606,0.5832999999999999,0.0,0.0,0.0,0.5917,0.4606,0.5832999999999999,0.088755,0.06909000000000001,0.08749499999999999,8.234385,Low,Greenwashing Risk
TATAINVEST_04072025114536_TICL_BRSR,0.6951,0.4153,0.7237,0.0,0.0,0.0,0.6951,0.4153,0.7237,0.104265,0.06229500000000002,0.10855500000000001,8.23268,Low,Greenwashing Risk | High Volatility
Vedant-Fashions-Limited-BRSR,0.6355,0.5122,0.7058,0.0,0.0,0.0,0.6355,0.5122,0.7058,0.095325,0.07683000000000001,0.10587000000000002,8.22278,Low,Greenwashing Risk | High Volatility
OFSS_27062025192716_OFSSLettertoSEBRSR2025,0.7789,0.30820000000000003,0.7034999999999999,0.0,0.0,0.0,0.7789,0.30820000000000003,0.7034999999999999,0.11683500000000005,0.04623000000000001,0.10552500000000001,8.211995000000003,Low,Greenwashing Risk | High Volatility
CCL PRODUCTS INDIA LTD,0.5931000000000001,0.6004999999999999,0.3998,0.0,0.0,0.0,0.5931000000000001,0.6004999999999999,0.3998,0.08896500000000002,0.09007499999999999,0.05997000000000001,8.206035000000002,Medium,Greenwashing Risk
JKTYRE_14072025173932_BRSR,0.7733,0.4819,0.4879,0.0,0.0,0.0,0.7733,0.4819,0.4879,0.11599500000000004,0.07228500000000002,0.073185,8.174240000000003,Low,Greenwashing Risk | High Volatility
360 ONE Sustainability Report_FY-2023-24,0.436,0.6897,0.8137000000000001,0.0,0.0,0.0,0.436,0.6897,0.8137000000000001,0.0654,0.10345500000000002,0.12205500000000002,8.13608,Low,Greenwashing Risk | High Volatility
ACTION CONSTRUCTION EQUIPMENT LTD BRSR FY 2024-25,0.7123,0.483,0.5791,0.0,0.0,0.0,0.7123,0.483,0.5791,0.106845,0.07245000000000001,0.086865,8.118755,Low,Greenwashing Risk | High Volatility
BANKBARODA_29052025215012_SEBRSR2025,0.6104999999999999,0.4851,0.4879,0.0,0.0,0.0,0.6104999999999999,0.4851,0.4879,0.09157499999999999,0.072765,0.073185,8.11464,Low,Greenwashing Risk
KALYANKJIL_14082025120520_BRSR,0.645,0.44770000000000004,0.738,0.0,0.0,0.0,0.645,0.44770000000000004,0.738,0.09675,0.067155,0.11070000000000002,8.106305,Low,Greenwashing Risk | High Volatility
MAHINDRA & MAHINDRA FIN SECS,0.5986,0.5155,0.7340000000000001,0.0,0.0,0.0,0.5986,0.5155,0.7340000000000001,0.08979000000000001,0.077325,0.1101,8.100335000000001,Low,Greenwashing Risk | High Volatility
FINOLEX INDUSTRIES LTD,0.0,0.0,0.0,0.0,0.0,0.5377,0.0,0.0,-0.5377,0.0,0.0,0.32261999999999996,8.065499999999998,Medium,No Risk
AUTHUM INVESTMENT INFRASTUCT_24_25,0.6341,0.42,0.5107,0.0,0.0,0.0,0.6341,0.42,0.5107,0.09511500000000003,0.06300000000000001,0.076605,8.053185000000001,Low,Greenwashing Risk
Poonawalla Fincorp Ltd,0.5909,0.5335,0.7098,0.0,0.0,0.0,0.5909,0.5335,0.7098,0.08863500000000002,0.08002500000000001,0.10647000000000001,8.042465000000002,Low,Greenwashing Risk | High Volatility
INTERNATIONAL GEMMOLOGICAL LTD,0.657,0.3987,0.4878,0.0,0.0,0.0,0.657,0.3987,0.4878,0.09855000000000003,0.05980500000000001,0.07317000000000001,8.019405000000003,Low,Greenwashing Risk
SARDA ENERGY & MINERALS LTD,0.6151,0.41259999999999997,0.5437,0.0,0.0,0.0,0.6151,0.41259999999999997,0.5437,0.09226500000000001,0.06189,0.08155500000000002,8.017125,Low,Greenwashing Risk
ULTRACEMCO_28072025165544_BRSR,0.8258,0.4464,0.3973,0.0,0.0,0.0,0.8258,0.4464,0.3973,0.12387000000000001,0.06696000000000002,0.05959500000000001,8.015915000000001,Low,Greenwashing Risk | High Volatility
ONESOURCE SPECIALTY PHARMA LTD,0.725,0.3997,0.6315999999999999,0.0,0.0,0.0,0.725,0.3997,0.6315999999999999,0.10874999999999999,0.05995500000000002,0.09473999999999999,8.012105,Low,Greenwashing Risk | High Volatility
VARUN BEVERAGES LTD,0.1,0.1,0.1,0.0,0.0,0.3918,0.1,0.1,-0.29179999999999995,0.015000000000000006,0.015000000000000006,0.27508,8.002,High,Low Disclosure
SIEMENS LTD,0.1,0.1,0.1,0.2043,0.0,0.0,-0.1043,0.1,0.1,0.16258,0.015000000000000006,0.015000000000000006,7.993520000000001,Medium,Low Disclosure
BDL_02092025162742_33IntimationofBRSR,0.731,0.3735,0.6479,0.0,0.0,0.0,0.731,0.3735,0.6479,0.10965,0.056025000000000005,0.097185,7.991,Low,Greenwashing Risk | High Volatility
JUBLPHARMA_05082025195300_JPM_BRSR_2025_signed,0.7212999999999999,0.4413,0.5771999999999999,0.0,0.0,0.0,0.7212999999999999,0.4413,0.5771999999999999,0.10819500000000001,0.066195,0.08657999999999999,7.977124999999999,Low,Greenwashing Risk | High Volatility
Inox Wind Ltd,0.7759,0.4531,0.465,0.0,0.0,0.0,0.7759,0.4531,0.465,0.11638500000000002,0.06796500000000001,0.06975000000000002,7.971605000000002,Low,Greenwashing Risk | High Volatility
AFCONS_24 - 25,0.6021,0.47600000000000003,0.7382,0.0,0.0,0.0,0.6021,0.47600000000000003,0.7382,0.090315,0.0714,0.11073,7.95551,Low,Greenwashing Risk | High Volatility
ASTRAZENECA PHARMA INDIA LTD_24_25,0.8003,0.4777,0.3872,0.0,0.0,0.0,0.8003,0.4777,0.3872,0.12004500000000001,0.07165500000000002,0.05808000000000002,7.955285000000002,Low,Greenwashing Risk | High Volatility
PROCTER & GAMBLE HYGIENE,0.5672999999999999,0.5289,0.7328,0.0,0.0,0.0,0.5672999999999999,0.5289,0.7328,0.085095,0.07933500000000002,0.10991999999999999,7.951565,Low,Greenwashing Risk | High Volatility
RAMCO CEMENTS LTD,0.7240000000000001,0.4292,0.5727,0.0,0.0,0.0,0.7240000000000001,0.4292,0.5727,0.1086,0.06438000000000002,0.08590500000000001,7.921805000000001,Low,Greenwashing Risk | High Volatility
RVNL_07082025003546_BRSRSTOCKXCHANGEINTIMATION,0.7076,0.5073,0.5046,0.0,0.0,0.0,0.7076,0.5073,0.5046,0.10614000000000001,0.076095,0.07569000000000001,7.921355,Low,Greenwashing Risk | High Volatility
ALEMBIC PHARMACEUTICALS LTD_22_23,0.6805,0.4094,0.3993,0.0,0.0,0.0,0.6805,0.4094,0.3993,0.102075,0.06141000000000002,0.059895000000000004,7.892385000000002,Low,Greenwashing Risk
JSW STEELny_04072025105546_BRSR,0.7770999999999999,0.39189999999999997,0.5111,0.0,0.0,0.0,0.7770999999999999,0.39189999999999997,0.5111,0.11656500000000003,0.05878500000000002,0.07666500000000001,7.867820000000002,Low,Greenwashing Risk | High Volatility
GLAXOSMITHKLINE PHARMACEUTICAL,0.5581,0.5092,0.7433,0.0,0.0,0.0,0.5581,0.5092,0.7433,0.08371500000000001,0.07638,0.11149499999999998,7.838614999999999,Low,Greenwashing Risk | High Volatility
AIA ENGINEERING LTD-22_23,0.7897,0.46049999999999996,0.39390000000000003,0.0,0.0,0.0,0.7897,0.46049999999999996,0.39390000000000003,0.118455,0.06907500000000001,0.059085000000000026,7.830470000000002,Low,Greenwashing Risk | High Volatility
NEW INDIA ASSURANCE CO LTD,0.5268,0.5636,0.7269,0.0,0.0,0.0,0.5268,0.5636,0.7269,0.07902,0.08454,0.10903500000000002,7.823495000000001,Low,Greenwashing Risk | High Volatility
TATA CONSUMER PRODUCTS LTD,0.1,0.1,0.1,0.1976,0.0,0.0,-0.09759999999999999,0.1,0.1,0.15856,0.015000000000000006,0.015000000000000006,7.816640000000001,High,Low Disclosure
RAINBOW CHILDREN'S MEDICARE,0.7042,0.387,0.6292,0.0,0.0,0.0,0.7042,0.387,0.6292,0.10563000000000003,0.05805000000000002,0.09438000000000002,7.806770000000002,Low,Greenwashing Risk | High Volatility
SAREGAMA INDIA LTD,0.7508,0.41759999999999997,0.5078,0.0,0.0,0.0,0.7508,0.41759999999999997,0.5078,0.11262000000000003,0.06264,0.07617000000000002,7.801370000000002,Low,Greenwashing Risk | High Volatility | Low Coverage
AUROBINDO PHARMA LTD,0.1,0.1,0.1,0.0,0.1055,0.1944,0.1,-0.005499999999999991,-0.09439999999999998,0.015000000000000006,0.1033,0.15664,7.778300000000001,High,Low Disclosure
LTI_07052025122421_annualreportseintimation,0.48729999999999996,0.5642,0.7834,0.0,0.0,0.0,0.48729999999999996,0.5642,0.7834,0.073095,0.08463000000000001,0.11751000000000003,7.777460000000001,Low,Greenwashing Risk | High Volatility
CHOLAHLDNG_17072025193855_SE_Intimation,0.7189,0.5186,0.4321,0.0,0.0,0.0,0.7189,0.5186,0.4321,0.10783499999999999,0.07779,0.064815,7.776605,Low,Greenwashing Risk | High Volatility
IRCTC,0.7897,0.376,0.48100000000000004,0.0,0.0,0.0,0.7897,0.376,0.48100000000000004,0.118455,0.056400000000000006,0.07215,7.76417,Low,Greenwashing Risk | High Volatility
KPR MILL LTD,0.1,0.1,0.1,0.0,0.2902,0.0,0.1,-0.1902,0.1,0.015000000000000006,0.21412,0.015000000000000006,7.672720000000001,Medium,Low Disclosure
GRSE_26082025171904_Business_Responsibility_and_Sustainability_Report_FY_2024-25,0.7044,0.41369999999999996,0.5590999999999999,0.0,0.0,0.0,0.7044,0.41369999999999996,0.5590999999999999,0.10566,0.062055,0.083865,7.669369999999999,Low,Greenwashing Risk | High Volatility
HAVELLS1_16052025200031_CoverLetter_Notice_IntegratedAR_BRSR_Core_16052025_FullVersion,0.5242,0.474,0.7951,0.0,0.0,0.0,0.5242,0.474,0.7951,0.07863,0.0711,0.11926500000000004,7.645445000000002,Low,Greenwashing Risk | High Volatility
MOTHERSON_06082025000629_BRSR,0.5871,0.41,0.7522,0.0,0.0,0.0,0.5871,0.41,0.7522,0.088065,0.06150000000000001,0.11283000000000004,7.6021100000000015,Low,Greenwashing Risk | High Volatility
ATHER ENERGY LTD,0.1,0.1,0.1,0.027,0.2313,0.0,0.07300000000000001,-0.1313,0.1,0.037950000000000005,0.17878,0.015000000000000006,7.5869800000000005,Medium,Low Disclosure
BAJAJ HOLDINGS AND INVESTMENT LTD_24_25,0.6583,0.3319,0.7123999999999999,0.0,0.0,0.0,0.6583,0.3319,0.7123999999999999,0.098745,0.049784999999999996,0.10686000000000001,7.559615000000001,Low,Greenwashing Risk | High Volatility
SAMVARDHANA MOTHERSON INTERNATIONAL,0.5347,0.35119999999999996,0.631,0.0,0.0,0.0,0.5347,0.35119999999999996,0.631,0.080205,0.052680000000000005,0.09465000000000001,7.5283500000000005,Low,Greenwashing Risk
WELSPUN CORP LTD,0.1,0.1,0.1,0.005,0.0,0.3467,0.095,0.1,-0.2467,0.01925000000000001,0.015000000000000006,0.24802000000000002,7.512500000000001,High,Low Disclosure
PRAJIND_29082025091837_BRSR2025,0.7188,0.3588,0.5587,0.0,0.0,0.0,0.7188,0.3588,0.5587,0.10782,0.05382000000000001,0.08380500000000002,7.507625000000001,Low,Greenwashing Risk | High Volatility
PFC2023_07082025165802_Intimation06082025_SIGNED,0.46,0.4207,0.6684,0.0,0.0,0.0,0.46,0.4207,0.6684,0.06900000000000002,0.06310500000000001,0.10025999999999999,7.498755000000001,Low,Greenwashing Risk
MAHINDRA & MAHINDRA LTD,0.5146000000000001,0.4158,0.8220999999999999,0.0,0.0,0.0,0.5146000000000001,0.4158,0.8220999999999999,0.07719000000000001,0.06237000000000002,0.12331500000000004,7.412705000000001,Low,Greenwashing Risk | High Volatility
HINDALCOIND_28072025200135_Reg_34_BRSR_Final_signed,0.33759999999999996,0.7199,0.7535,0.0,0.0,0.0,0.33759999999999996,0.7199,0.7535,0.050640000000000004,0.107985,0.11302500000000001,7.401320000000002,Low,Greenwashing Risk | High Volatility
ADITYA BIRLA FASHION AND RETAIL LTD - 23 - 24,0.3289,0.6794,0.5482,0.0,0.0,0.0,0.3289,0.6794,0.5482,0.049335000000000004,0.10191,0.08223000000000003,7.385700000000001,Low,Greenwashing Risk
Crompton Greaves Consumer Electricals Limited,0.7009000000000001,0.39740000000000003,0.49119999999999997,0.0,0.0,0.0,0.7009000000000001,0.39740000000000003,0.49119999999999997,0.10513500000000003,0.05961000000000001,0.07368,7.315850000000003,Low,Greenwashing Risk | High Volatility
ENDURANCE_18072025174035_2025_07_18___SE_intimation_-_Annual_Report_and_AGM_Notice,0.507,0.4535,0.7608,0.0,0.0,0.0,0.507,0.4535,0.7608,0.07605,0.068025,0.11412000000000003,7.307975000000001,Low,Greenwashing Risk | High Volatility
AIA ENGINEERING LTD,0.1,0.1,0.1,0.0,0.0,0.3419,0.1,0.1,-0.24189999999999998,0.015000000000000006,0.015000000000000006,0.24514,7.2535,High,Low Disclosure
ANAND RATHI WEALTH LTD,0.1,0.1,0.1,0.0,0.0,0.3408,0.1,0.1,-0.2408,0.015000000000000006,0.015000000000000006,0.24448,7.237,Medium,Low Disclosure
GAIL,0.4668,0.37200000000000005,0.6409999999999999,0.0,0.0,0.0,0.4668,0.37200000000000005,0.6409999999999999,0.07002,0.0558,0.09614999999999999,7.214429999999999,Low,Greenwashing Risk
HDFCBANK_14072025080813_BRSR,0.6563,0.1058,0.6308,0.0,0.0,0.0,0.6563,0.1058,0.6308,0.09844500000000003,0.015870000000000002,0.09462000000000004,7.189050000000003,Low,Greenwashing Risk
GREAT EASTERN SHIPPING CO LTD,0.7322,0.3259,0.4794,0.0,0.0,0.0,0.7322,0.3259,0.4794,0.10982999999999998,0.048885,0.07191000000000002,7.1457049999999995,Low,Greenwashing Risk | High Volatility
Infosys_03072025215225_Infosys_Integrated_Annual_Report_2024-25,0.4594,0.40509999999999996,0.8569,0.0,0.0,0.0,0.4594,0.40509999999999996,0.8569,0.06891000000000001,0.060765,0.128535,7.129130000000002,Low,Greenwashing Risk | High Volatility
VBL_11032025174358_VBLNoticeAR2024,0.5086999999999999,0.4387,0.715,0.0,0.0,0.0,0.5086999999999999,0.4387,0.715,0.07630500000000001,0.065805,0.10724999999999998,7.078625000000001,Low,Greenwashing Risk | High Volatility
NMDC STEEL LTD,0.1,0.1,0.1,0.0,0.0,0.3292,0.1,0.1,-0.2292,0.015000000000000006,0.015000000000000006,0.23752,7.0630000000000015,Medium,Low Disclosure
IRFC_06082025175235_BRSR2425,0.5052,0.40340000000000004,0.7587999999999999,0.0,0.0,0.0,0.5052,0.40340000000000004,0.7587999999999999,0.07578000000000001,0.06051000000000002,0.11382000000000003,7.0556300000000025,Low,Greenwashing Risk | High Volatility
IRB INFRASTRUCTURE DEVELOPER,0.1,0.1,0.1,0.0,0.0,0.3282,0.1,0.1,-0.2282,0.015000000000000006,0.015000000000000006,0.23692,7.048,Medium,Low Disclosure
AAVAS FINANCIERS LTD,0.1,0.1,0.1,0.0,0.0,0.3282,0.1,0.1,-0.2282,0.015000000000000006,0.015000000000000006,0.23692,7.048,High,Low Disclosure
GUJARAT MINERAL DEV CORP LTD,0.7177,0.38060000000000005,0.4097,0.0,0.0,0.0,0.7177,0.38060000000000005,0.4097,0.107655,0.05709000000000003,0.061455000000000023,7.042985000000002,Low,Greenwashing Risk | High Volatility | Low Coverage
IREDAEQ_14072025171302_SignedSENoticeintimation,0.4617,0.34590000000000004,0.6311,0.0,0.0,0.0,0.4617,0.34590000000000004,0.6311,0.06925500000000001,0.051885,0.094665,7.02228,Low,Greenwashing Risk
ADANI PORTS AND SPECIAL ECONOMIC ZONE- 23-24,0.4802,0.415,0.4997,0.0,0.0,0.0,0.4802,0.415,0.4997,0.07203000000000002,0.062250000000000014,0.07495500000000001,6.972945000000001,Low,No Risk
GODREJ CONSUMER PRODUCTS LTD,0.1,0.1,0.1,0.0,0.0,0.3219,0.1,0.1,-0.22190000000000001,0.015000000000000006,0.015000000000000006,0.23314000000000001,6.953500000000002,High,Low Disclosure
ADANI TOTAL GAS LTD,0.1,0.1,0.1,0.0,0.0,0.3219,0.1,0.1,-0.22190000000000001,0.015000000000000006,0.015000000000000006,0.23314000000000001,6.953500000000002,High,Low Disclosure
MOTHERSON SUMI WIRING INDIA,0.1,0.1,0.1,0.0,0.0,0.3211,0.1,0.1,-0.2211,0.015000000000000006,0.015000000000000006,0.23266,6.9415000000000004,Medium,Low Disclosure
BHARAT HEAVY ELECTRICALS,0.1,0.1,0.1,0.0,0.0,0.3202,0.1,0.1,-0.22019999999999998,0.015000000000000006,0.015000000000000006,0.23212,6.928000000000001,Medium,Low Disclosure
AJANTA PHARMA LTD,0.1,0.1,0.1,0.0,0.0,0.3202,0.1,0.1,-0.22019999999999998,0.015000000000000006,0.015000000000000006,0.23212,6.928000000000001,Medium,Low Disclosure
FORTIS HEALTHCARE LTD,0.3872,0.33140000000000003,0.6847,0.0,0.0,0.0085,0.3872,0.33140000000000003,0.6762,0.05808000000000002,0.049710000000000004,0.10993,6.84478,Medium,Greenwashing Risk
SCHAEFFLER INDIA LTD,0.1,0.1,0.1,0.1524,0.0,0.0,-0.0524,0.1,0.1,0.13144,0.015000000000000006,0.015000000000000006,6.62336,High,Low Disclosure
JIO FINANCIAL SERVICES LTD,0.1,0.1,0.1,0.0,0.0,0.2991,0.1,0.1,-0.19909999999999997,0.015000000000000006,0.015000000000000006,0.21946,6.6115,High,Low Disclosure
INDRAPRASTHA GAS LTD,0.4867,0.342,0.4073,0.0,0.0,0.0122,0.4867,0.342,0.3951,0.07300500000000001,0.0513,0.071465,6.589145,High,No Risk
MPHASIS LTD,0.1,0.1,0.1,0.0,0.0594,0.1917,0.1,0.040600000000000004,-0.0917,0.015000000000000006,0.06549,0.15502,6.56569,High,Low Disclosure
ASTRAZENECA PHARMA INDIA LTD,0.1,0.1,0.1,0.0,0.0,0.2957,0.1,0.1,-0.1957,0.015000000000000006,0.015000000000000006,0.21742,6.560500000000001,Medium,Low Disclosure
BAJAJ HOUSING FINANCE LTD_24_25,0.3169,0.5104,0.8192,0.0,0.0,0.0,0.3169,0.5104,0.8192,0.04753500000000001,0.07656000000000002,0.12288000000000002,6.536900000000002,Low,Greenwashing Risk | High Volatility
ABBOTT INDIA LTD 23-24,0.462,0.3696,0.7378,0.0,0.0,0.0,0.462,0.3696,0.7378,0.06930000000000001,0.05544,0.11066999999999999,6.534590000000001,Low,Greenwashing Risk | High Volatility
AKUMS DRUGS & PHARMACEUTICAL,0.4708,0.3525,0.7339,0.0,0.0,0.0,0.4708,0.3525,0.7339,0.07062000000000002,0.05287499999999999,0.11008499999999999,6.498530000000001,Low,Greenwashing Risk | High Volatility
HOUSING & URBAN DEV CORP LTD,0.43479999999999996,0.3849,0.46259999999999996,0.0,0.0,0.0,0.43479999999999996,0.3849,0.46259999999999996,0.06522,0.05773500000000001,0.06939,6.394215,Low,No Risk
GO DIGIT GENERAL INSURANCE LTD,0.3807,0.396,0.7964,0.0,0.0,0.0,0.3807,0.396,0.7964,0.057105,0.05940000000000001,0.11946000000000001,6.340520000000001,Low,Greenwashing Risk | High Volatility
ICICI2022_05082025202810_NSEBSEAnnualReport05082025,0.3995,0.3685,0.775,0.0,0.0,0.0,0.3995,0.3685,0.775,0.05992500000000002,0.055275000000000005,0.11625000000000005,6.256475000000001,Low,Greenwashing Risk | High Volatility
ERIS LIFESCIENCES LTD,0.1,0.1,0.1,0.0,0.0,0.2711,0.1,0.1,-0.1711,0.015000000000000006,0.015000000000000006,0.20266,6.1915000000000004,Medium,Low Disclosure
ADITYA BIRLA FASHION AND RET,0.1,0.1,0.1,0.1359,0.0,0.0,-0.03589999999999999,0.1,0.1,0.12154,0.015000000000000006,0.015000000000000006,6.187760000000001,High,Low Disclosure
